idx,group,method,question,gold_anchor,pred_anchor,gold_order,pred_order,references,raw_output,temporal_order_accuracy,anchor_accuracy,support_reordering_accuracy
2284,control_ordered,Ours,幻方量化停职徐进、以色列与哈马斯临时停火协议到期、阿根廷总统计划关闭央行，哪个事件最迟发生？,0,0,"[0, 1, 2]","[0, 1, 2]","[""幻方量化在2023年10月26日做出了什么决定？答案：对徐进停职"", ""2023年12月1日以色列与哈马斯之间发生了什么重要事件？答案：临时停火协议到期"", ""阿根廷总统米莱在什么日期表示计划关闭央行？答案：2024年1月11日""]","{""order"": [0, 1, 2], ""anchor"": 0}",1.0000,1.0000,1.0000
2335,control_ordered,Standard RAG,2024年武汉地铁推出的龙专列服务和彩电市场一季度销量数据，哪个事件发生在前？,0,0,"[0, 1]","[0, 1]","[""问题：2024年彩电市场一季度的销量变化是什么？答案：销量同比下降5.3%"", ""问题：2024年2月15日武汉地铁推出了什么新服务？答案：全国首条“龙专列”""]","{""order"": [0, 1], ""anchor"": 0}",1.0000,1.0000,1.0000
2335,control_ordered,TemporalSort,2024年武汉地铁推出的龙专列服务和彩电市场一季度销量数据，哪个事件发生在前？,0,0,"[0, 1]","[0, 1]","[""问题：2024年彩电市场一季度的销量变化是什么？答案：销量同比下降5.3%"", ""问题：2024年2月15日武汉地铁推出了什么新服务？答案：全国首条“龙专列”""]","{""order"": [0, 1], ""anchor"": 0}",1.0000,1.0000,1.0000
2335,control_ordered,E$^2$RAG (reimpl.),2024年武汉地铁推出的龙专列服务和彩电市场一季度销量数据，哪个事件发生在前？,0,0,"[0, 1]","[0, 1]","[""问题：2024年彩电市场一季度的销量变化是什么？答案：销量同比下降5.3%"", ""问题：2024年2月15日武汉地铁推出了什么新服务？答案：全国首条“龙专列”""]","{""order"": [0, 1], ""anchor"": 0}",1.0000,1.0000,1.0000
2335,control_ordered,Ours,2024年武汉地铁推出的龙专列服务和彩电市场一季度销量数据，哪个事件发生在前？,0,0,"[0, 1]","[0, 1]","[""问题：2024年彩电市场一季度的销量变化是什么？答案：销量同比下降5.3%"", ""问题：2024年2月15日武汉地铁推出了什么新服务？答案：全国首条“龙专列”""]","{""order"": [0, 1], ""anchor"": 0}",1.0000,1.0000,1.0000
2551,control_ordered,Standard RAG,2023年10月26日国家安全部驳斥有关《反间谍法》的误读和2024年3月19日沪深市场表现哪个事件发生得更早？,0,0,"[0, 1]","[0, 1]","[""2023年10月26日，国家安全部驳斥了有关什么法的误读？答案：《反间谍法》"", ""2024年3月19日沪深市场的表现如何？答案：创业板指低开低走，跌幅超过1%""]","{""order"": [0, 1], ""anchor"": 0}",1.0000,1.0000,1.0000
2551,control_ordered,TemporalSort,2023年10月26日国家安全部驳斥有关《反间谍法》的误读和2024年3月19日沪深市场表现哪个事件发生得更早？,0,0,"[0, 1]","[0, 1]","[""2023年10月26日，国家安全部驳斥了有关什么法的误读？答案：《反间谍法》"", ""2024年3月19日沪深市场的表现如何？答案：创业板指低开低走，跌幅超过1%""]","{""order"": [0, 1], ""anchor"": 0}",1.0000,1.0000,1.0000
2551,control_ordered,E$^2$RAG (reimpl.),2023年10月26日国家安全部驳斥有关《反间谍法》的误读和2024年3月19日沪深市场表现哪个事件发生得更早？,0,0,"[0, 1]","[0, 1]","[""2023年10月26日，国家安全部驳斥了有关什么法的误读？答案：《反间谍法》"", ""2024年3月19日沪深市场的表现如何？答案：创业板指低开低走，跌幅超过1%""]","{""order"": [0, 1], ""anchor"": 0}",1.0000,1.0000,1.0000
2551,control_ordered,Ours,2023年10月26日国家安全部驳斥有关《反间谍法》的误读和2024年3月19日沪深市场表现哪个事件发生得更早？,0,0,"[0, 1]","[0, 1]","[""2023年10月26日，国家安全部驳斥了有关什么法的误读？答案：《反间谍法》"", ""2024年3月19日沪深市场的表现如何？答案：创业板指低开低走，跌幅超过1%""]","{""order"": [0, 1], ""anchor"": 0}",1.0000,1.0000,1.0000
2571,control_ordered,Standard RAG,在2019中央政治局经济工作专项会议、2020中俄两国驻美大使联合署名文章、2021美国冻结阿富汗央行资产中，哪个事件最早发生?,0,0,"[0, 1, 2]","[0, 1, 2]","[""2019年7月31日中央政治局召开了什么会议？答案：经济工作专项会议"", ""2020年9月2日中俄两国驻美大使发表了什么文章？答案：纪念中国人民抗日战争暨世界反法西斯战争胜利75周年的联合署名文章"", ""美国冻结阿富汗央行资产是从何时开始的？答案：2021年""]","{""order"": [0, 1, 2], ""anchor"": 0}",1.0000,1.0000,1.0000
2571,control_ordered,TemporalSort,在2019中央政治局经济工作专项会议、2020中俄两国驻美大使联合署名文章、2021美国冻结阿富汗央行资产中，哪个事件最早发生?,0,2,"[0, 1, 2]","[2, 0, 1]","[""2019年7月31日中央政治局召开了什么会议？答案：经济工作专项会议"", ""2020年9月2日中俄两国驻美大使发表了什么文章？答案：纪念中国人民抗日战争暨世界反法西斯战争胜利75周年的联合署名文章"", ""美国冻结阿富汗央行资产是从何时开始的？答案：2021年""]","{""order"": [2, 0, 1], ""anchor"": 2}",0.3333,0.0000,0.0000
2571,control_ordered,E$^2$RAG (reimpl.),在2019中央政治局经济工作专项会议、2020中俄两国驻美大使联合署名文章、2021美国冻结阿富汗央行资产中，哪个事件最早发生?,0,0,"[0, 1, 2]","[0, 1, 2]","[""2019年7月31日中央政治局召开了什么会议？答案：经济工作专项会议"", ""2020年9月2日中俄两国驻美大使发表了什么文章？答案：纪念中国人民抗日战争暨世界反法西斯战争胜利75周年的联合署名文章"", ""美国冻结阿富汗央行资产是从何时开始的？答案：2021年""]","{""order"": [0, 1, 2], ""anchor"": 0}",1.0000,1.0000,1.0000
2571,control_ordered,Ours,在2019中央政治局经济工作专项会议、2020中俄两国驻美大使联合署名文章、2021美国冻结阿富汗央行资产中，哪个事件最早发生?,0,0,"[0, 1, 2]","[0, 1, 2]","[""2019年7月31日中央政治局召开了什么会议？答案：经济工作专项会议"", ""2020年9月2日中俄两国驻美大使发表了什么文章？答案：纪念中国人民抗日战争暨世界反法西斯战争胜利75周年的联合署名文章"", ""美国冻结阿富汗央行资产是从何时开始的？答案：2021年""]","{""order"": [0, 1, 2], ""anchor"": 0}",1.0000,1.0000,1.0000
2992,control_ordered,Standard RAG,马特-多尔蒂重返狼队的体检和三星发布Galaxy新产品，哪一个事件发生更早？,0,0,"[0, 1]","[0, 1]","[""马特-多尔蒂在什么时候完成体检以重返狼队？答案：2023年7月19日"", ""三星在2023年7月27日发布了哪些产品？答案：Galaxy Z Flip 5、Galaxy Z Fold 5、Galaxy Tab S9、Galaxy Watch 6系列""]","{""order"": [0, 1], ""anchor"": 0}",1.0000,1.0000,1.0000
2992,control_ordered,TemporalSort,马特-多尔蒂重返狼队的体检和三星发布Galaxy新产品，哪一个事件发生更早？,0,0,"[0, 1]","[0, 1]","[""马特-多尔蒂在什么时候完成体检以重返狼队？答案：2023年7月19日"", ""三星在2023年7月27日发布了哪些产品？答案：Galaxy Z Flip 5、Galaxy Z Fold 5、Galaxy Tab S9、Galaxy Watch 6系列""]","{""order"": [0, 1], ""anchor"": 0}",1.0000,1.0000,1.0000
2992,control_ordered,E$^2$RAG (reimpl.),马特-多尔蒂重返狼队的体检和三星发布Galaxy新产品，哪一个事件发生更早？,0,0,"[0, 1]","[0, 1]","[""马特-多尔蒂在什么时候完成体检以重返狼队？答案：2023年7月19日"", ""三星在2023年7月27日发布了哪些产品？答案：Galaxy Z Flip 5、Galaxy Z Fold 5、Galaxy Tab S9、Galaxy Watch 6系列""]","{""order"": [0, 1], ""anchor"": 0}",1.0000,1.0000,1.0000
2992,control_ordered,Ours,马特-多尔蒂重返狼队的体检和三星发布Galaxy新产品，哪一个事件发生更早？,0,0,"[0, 1]","[0, 1]","[""马特-多尔蒂在什么时候完成体检以重返狼队？答案：2023年7月19日"", ""三星在2023年7月27日发布了哪些产品？答案：Galaxy Z Flip 5、Galaxy Z Fold 5、Galaxy Tab S9、Galaxy Watch 6系列""]","{""order"": [0, 1], ""anchor"": 0}",1.0000,1.0000,1.0000
3022,control_ordered,Standard RAG,截至2023年和2024年中间，下面哪些事件最早发生：习近平总书记回信、星际客机载人试飞、上海人工智能大会？,0,0,"[0, 2, 1]","[0, 1, 2]","[""2023年7月6日在哪个城市举行了世界人工智能大会？答案：上海"", ""2024年6月11日习近平总书记在何时给姚期智回信？答案：2024年6月11日"", ""2024年“星际客机”的载人试飞原定于哪天进行？答案：2024年5月6日""]","{""order"": [0, 1, 2], ""anchor"": 0}",0.6667,1.0000,0.0000
3022,control_ordered,TemporalSort,截至2023年和2024年中间，下面哪些事件最早发生：习近平总书记回信、星际客机载人试飞、上海人工智能大会？,0,2,"[0, 2, 1]","[2, 1, 0]","[""2023年7月6日在哪个城市举行了世界人工智能大会？答案：上海"", ""2024年6月11日习近平总书记在何时给姚期智回信？答案：2024年6月11日"", ""2024年“星际客机”的载人试飞原定于哪天进行？答案：2024年5月6日""]","{""order"": [2, 1, 0], ""anchor"": 2}",0.3333,0.0000,0.0000
3022,control_ordered,E$^2$RAG (reimpl.),截至2023年和2024年中间，下面哪些事件最早发生：习近平总书记回信、星际客机载人试飞、上海人工智能大会？,0,0,"[0, 2, 1]","[0, 2, 1]","[""2023年7月6日在哪个城市举行了世界人工智能大会？答案：上海"", ""2024年6月11日习近平总书记在何时给姚期智回信？答案：2024年6月11日"", ""2024年“星际客机”的载人试飞原定于哪天进行？答案：2024年5月6日""]","{""order"": [0, 2, 1], ""anchor"": 0}",1.0000,1.0000,1.0000
3022,control_ordered,Ours,截至2023年和2024年中间，下面哪些事件最早发生：习近平总书记回信、星际客机载人试飞、上海人工智能大会？,0,0,"[0, 2, 1]","[0, 2, 1]","[""2023年7月6日在哪个城市举行了世界人工智能大会？答案：上海"", ""2024年6月11日习近平总书记在何时给姚期智回信？答案：2024年6月11日"", ""2024年“星际客机”的载人试飞原定于哪天进行？答案：2024年5月6日""]","{""order"": [0, 2, 1], ""anchor"": 0}",1.0000,1.0000,1.0000
110,three_ref_hard,Standard RAG,以下哪项政策发布于最早的时间？1、财政部发布《关于加强数据资产管理的指导意见》。2、拜登在2022年5月25日签署警察改革行政令。3、2024年1月3日美国海军与菲律宾联合演习。,2,0,"[2, 1, 0]","[0, 1, 2]","[""问题：2024年1月12日四大证券报先后报道了哪些政策？答案：《中共中央国务院关于全面推进美丽中国建设的意见》,财政部发布《关于加强数据资产管理的指导意见》,资本活水支持科技自立自强政策"", ""问题：2024年1月3日美国海军与哪个国家举行联合演习？答案：菲律宾"", ""问题：拜登总统在2022年5月25日签署了什么行政令？答案：警察改革行政令""]","{""order"": [0, 1, 2], ""anchor"": 0}",0.0000,0.0000,0.0000
110,three_ref_hard,TemporalSort,以下哪项政策发布于最早的时间？1、财政部发布《关于加强数据资产管理的指导意见》。2、拜登在2022年5月25日签署警察改革行政令。3、2024年1月3日美国海军与菲律宾联合演习。,2,0,"[2, 1, 0]","[0, 1, 2]","[""问题：2024年1月12日四大证券报先后报道了哪些政策？答案：《中共中央国务院关于全面推进美丽中国建设的意见》,财政部发布《关于加强数据资产管理的指导意见》,资本活水支持科技自立自强政策"", ""问题：2024年1月3日美国海军与哪个国家举行联合演习？答案：菲律宾"", ""问题：拜登总统在2022年5月25日签署了什么行政令？答案：警察改革行政令""]","{""order"": [0, 1, 2], ""anchor"": 0}",0.0000,0.0000,0.0000
110,three_ref_hard,E$^2$RAG (reimpl.),以下哪项政策发布于最早的时间？1、财政部发布《关于加强数据资产管理的指导意见》。2、拜登在2022年5月25日签署警察改革行政令。3、2024年1月3日美国海军与菲律宾联合演习。,2,2,"[2, 1, 0]","[2, 1, 0]","[""问题：2024年1月12日四大证券报先后报道了哪些政策？答案：《中共中央国务院关于全面推进美丽中国建设的意见》,财政部发布《关于加强数据资产管理的指导意见》,资本活水支持科技自立自强政策"", ""问题：2024年1月3日美国海军与哪个国家举行联合演习？答案：菲律宾"", ""问题：拜登总统在2022年5月25日签署了什么行政令？答案：警察改革行政令""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
110,three_ref_hard,Ours,以下哪项政策发布于最早的时间？1、财政部发布《关于加强数据资产管理的指导意见》。2、拜登在2022年5月25日签署警察改革行政令。3、2024年1月3日美国海军与菲律宾联合演习。,2,2,"[2, 1, 0]","[2, 1, 0]","[""问题：2024年1月12日四大证券报先后报道了哪些政策？答案：《中共中央国务院关于全面推进美丽中国建设的意见》,财政部发布《关于加强数据资产管理的指导意见》,资本活水支持科技自立自强政策"", ""问题：2024年1月3日美国海军与哪个国家举行联合演习？答案：菲律宾"", ""问题：拜登总统在2022年5月25日签署了什么行政令？答案：警察改革行政令""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
207,three_ref_hard,Standard RAG,金州勇士队打破NBA历史纪录，苹果公司发布便携式游戏机开发消息，以及冯鑫因涉嫌行贿被拘留，这三个事件中哪个最早发生？,2,0,"[2, 1, 0]","[0, 1, 2]","[""问题：金州勇士队在什么时候打破了NBA历史纪录？答案：2022年11月21日"", ""问题：苹果公司于2021年5月10日发布了什么游戏机的开发消息？答案：类似任天堂Switch的便携式游戏机"", ""问题：冯鑫在什么时间因涉嫌行贿被拘留？答案：2019年7月31日""]","{""order"": [0, 1, 2], ""anchor"": 0}",0.0000,0.0000,0.0000
207,three_ref_hard,TemporalSort,金州勇士队打破NBA历史纪录，苹果公司发布便携式游戏机开发消息，以及冯鑫因涉嫌行贿被拘留，这三个事件中哪个最早发生？,2,2,"[2, 1, 0]","[2, 0, 1]","[""问题：金州勇士队在什么时候打破了NBA历史纪录？答案：2022年11月21日"", ""问题：苹果公司于2021年5月10日发布了什么游戏机的开发消息？答案：类似任天堂Switch的便携式游戏机"", ""问题：冯鑫在什么时间因涉嫌行贿被拘留？答案：2019年7月31日""]","{""order"": [2, 0, 1], ""anchor"": 2}",0.6667,1.0000,0.0000
207,three_ref_hard,E$^2$RAG (reimpl.),金州勇士队打破NBA历史纪录，苹果公司发布便携式游戏机开发消息，以及冯鑫因涉嫌行贿被拘留，这三个事件中哪个最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""问题：金州勇士队在什么时候打破了NBA历史纪录？答案：2022年11月21日"", ""问题：苹果公司于2021年5月10日发布了什么游戏机的开发消息？答案：类似任天堂Switch的便携式游戏机"", ""问题：冯鑫在什么时间因涉嫌行贿被拘留？答案：2019年7月31日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
207,three_ref_hard,Ours,金州勇士队打破NBA历史纪录，苹果公司发布便携式游戏机开发消息，以及冯鑫因涉嫌行贿被拘留，这三个事件中哪个最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""问题：金州勇士队在什么时候打破了NBA历史纪录？答案：2022年11月21日"", ""问题：苹果公司于2021年5月10日发布了什么游戏机的开发消息？答案：类似任天堂Switch的便携式游戏机"", ""问题：冯鑫在什么时间因涉嫌行贿被拘留？答案：2019年7月31日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
244,three_ref_hard,Standard RAG,中俄两国领导人会谈并出席冬季奥运会开幕式、Hayley Hughes展现少女心、赵立坚驳斥蓬佩奥关于香港国安法的声明，这三个事件中哪个最早发生？,2,0,"[2, 1, 0]","[0, 1, 2]","[""中俄两国领导人在哪一天举行了会谈并出席冬季奥运会开幕式？答案：2022年2月4日"", ""Hayley Hughes在什么日期展现了她的少女心？答案：2021年1月25日"", ""赵立坚是在什么时候驳斥蓬佩奥关于香港国安法的声明的？答案：2020年7月2日""]","{""order"": [0, 1, 2], ""anchor"": 0}",0.0000,0.0000,0.0000
244,three_ref_hard,TemporalSort,中俄两国领导人会谈并出席冬季奥运会开幕式、Hayley Hughes展现少女心、赵立坚驳斥蓬佩奥关于香港国安法的声明，这三个事件中哪个最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""中俄两国领导人在哪一天举行了会谈并出席冬季奥运会开幕式？答案：2022年2月4日"", ""Hayley Hughes在什么日期展现了她的少女心？答案：2021年1月25日"", ""赵立坚是在什么时候驳斥蓬佩奥关于香港国安法的声明的？答案：2020年7月2日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
244,three_ref_hard,E$^2$RAG (reimpl.),中俄两国领导人会谈并出席冬季奥运会开幕式、Hayley Hughes展现少女心、赵立坚驳斥蓬佩奥关于香港国安法的声明，这三个事件中哪个最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""中俄两国领导人在哪一天举行了会谈并出席冬季奥运会开幕式？答案：2022年2月4日"", ""Hayley Hughes在什么日期展现了她的少女心？答案：2021年1月25日"", ""赵立坚是在什么时候驳斥蓬佩奥关于香港国安法的声明的？答案：2020年7月2日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
244,three_ref_hard,Ours,中俄两国领导人会谈并出席冬季奥运会开幕式、Hayley Hughes展现少女心、赵立坚驳斥蓬佩奥关于香港国安法的声明，这三个事件中哪个最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""中俄两国领导人在哪一天举行了会谈并出席冬季奥运会开幕式？答案：2022年2月4日"", ""Hayley Hughes在什么日期展现了她的少女心？答案：2021年1月25日"", ""赵立坚是在什么时候驳斥蓬佩奥关于香港国安法的声明的？答案：2020年7月2日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
722,three_ref_hard,Standard RAG,2024年发生的事件中，宝马宣布停止价格战、王旺盛被任命为呼伦贝尔市委书记、理想汽车全线产品降价，哪个事件最早发生？,2,0,"[2, 1, 0]","[0, 1, 2]","[""宝马、奔驰、奥迪等品牌在什么时候宣布停止价格战？答案：2024年8月11日"", ""王旺盛在什么日期被任命为呼伦贝尔市委书记？答案：2024年8月3日"", ""理想汽车在2024年4月22日进行的是什么重要宣布？答案：全线产品降价""]","{""order"": [0, 1, 2], ""anchor"": 0}",0.0000,0.0000,0.0000
722,three_ref_hard,TemporalSort,2024年发生的事件中，宝马宣布停止价格战、王旺盛被任命为呼伦贝尔市委书记、理想汽车全线产品降价，哪个事件最早发生？,2,1,"[2, 1, 0]","[1, 0, 2]","[""宝马、奔驰、奥迪等品牌在什么时候宣布停止价格战？答案：2024年8月11日"", ""王旺盛在什么日期被任命为呼伦贝尔市委书记？答案：2024年8月3日"", ""理想汽车在2024年4月22日进行的是什么重要宣布？答案：全线产品降价""]","{""order"": [1, 0, 2], ""anchor"": 1}",0.3333,0.0000,0.0000
722,three_ref_hard,E$^2$RAG (reimpl.),2024年发生的事件中，宝马宣布停止价格战、王旺盛被任命为呼伦贝尔市委书记、理想汽车全线产品降价，哪个事件最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""宝马、奔驰、奥迪等品牌在什么时候宣布停止价格战？答案：2024年8月11日"", ""王旺盛在什么日期被任命为呼伦贝尔市委书记？答案：2024年8月3日"", ""理想汽车在2024年4月22日进行的是什么重要宣布？答案：全线产品降价""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
722,three_ref_hard,Ours,2024年发生的事件中，宝马宣布停止价格战、王旺盛被任命为呼伦贝尔市委书记、理想汽车全线产品降价，哪个事件最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""宝马、奔驰、奥迪等品牌在什么时候宣布停止价格战？答案：2024年8月11日"", ""王旺盛在什么日期被任命为呼伦贝尔市委书记？答案：2024年8月3日"", ""理想汽车在2024年4月22日进行的是什么重要宣布？答案：全线产品降价""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
961,three_ref_hard,Standard RAG,四川省新时代学生心理健康工作方案、针对网络暴力的指导意见和延长非必要旅行限制，这些政策中哪个最早发布？,2,0,"[2, 1, 0]","[0, 1, 2]","[""问题：2024年2月27日四川省发布了什么方案？答案：四川省全面加强和改进新时代学生心理健康工作实施方案"", ""问题：2023年11月3日中国发布了什么有关网络暴力的指导意见？答案：《关于依法惩治网络暴力违法犯罪的指导意见》"", ""问题：西班牙政府于2020年5月15日做了什么决定？答案：延长非必要旅行限制至6月15日""]","{""order"": [0, 1, 2], ""anchor"": 0}",0.0000,0.0000,0.0000
961,three_ref_hard,TemporalSort,四川省新时代学生心理健康工作方案、针对网络暴力的指导意见和延长非必要旅行限制，这些政策中哪个最早发布？,2,0,"[2, 1, 0]","[0, 1, 2]","[""问题：2024年2月27日四川省发布了什么方案？答案：四川省全面加强和改进新时代学生心理健康工作实施方案"", ""问题：2023年11月3日中国发布了什么有关网络暴力的指导意见？答案：《关于依法惩治网络暴力违法犯罪的指导意见》"", ""问题：西班牙政府于2020年5月15日做了什么决定？答案：延长非必要旅行限制至6月15日""]","{""order"": [0, 1, 2], ""anchor"": 0}",0.0000,0.0000,0.0000
961,three_ref_hard,E$^2$RAG (reimpl.),四川省新时代学生心理健康工作方案、针对网络暴力的指导意见和延长非必要旅行限制，这些政策中哪个最早发布？,2,2,"[2, 1, 0]","[2, 1, 0]","[""问题：2024年2月27日四川省发布了什么方案？答案：四川省全面加强和改进新时代学生心理健康工作实施方案"", ""问题：2023年11月3日中国发布了什么有关网络暴力的指导意见？答案：《关于依法惩治网络暴力违法犯罪的指导意见》"", ""问题：西班牙政府于2020年5月15日做了什么决定？答案：延长非必要旅行限制至6月15日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
961,three_ref_hard,Ours,四川省新时代学生心理健康工作方案、针对网络暴力的指导意见和延长非必要旅行限制，这些政策中哪个最早发布？,2,2,"[2, 1, 0]","[2, 1, 0]","[""问题：2024年2月27日四川省发布了什么方案？答案：四川省全面加强和改进新时代学生心理健康工作实施方案"", ""问题：2023年11月3日中国发布了什么有关网络暴力的指导意见？答案：《关于依法惩治网络暴力违法犯罪的指导意见》"", ""问题：西班牙政府于2020年5月15日做了什么决定？答案：延长非必要旅行限制至6月15日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1121,three_ref_hard,Standard RAG,美方反补贴措施违反世贸规则裁决、香港针对立法会冲击事件发表抗议集会、乐高的Apollo 11 Lunar Lander积木套件上市，哪个事件最早发生？,2,0,"[2, 1, 0]","[0, 1, 2]","[""问题：2019年7月16日世界贸易组织对美国反补贴措施作出了什么裁决？答案：美方涉案11起反补贴措施违反世贸规则"", ""问题：香港民众在2019年7月3日为何集会？答案：谴责极端激进分子冲击立法会的暴力行径"", ""问题：乐高的NASA Apollo 11 Lunar Lander积木套件是什么时候开始销售的？答案：2019年6月1日""]","{""order"": [0, 1, 2], ""anchor"": 0}",0.0000,0.0000,0.0000
1121,three_ref_hard,TemporalSort,美方反补贴措施违反世贸规则裁决、香港针对立法会冲击事件发表抗议集会、乐高的Apollo 11 Lunar Lander积木套件上市，哪个事件最早发生？,2,2,"[2, 1, 0]","[2, 0, 1]","[""问题：2019年7月16日世界贸易组织对美国反补贴措施作出了什么裁决？答案：美方涉案11起反补贴措施违反世贸规则"", ""问题：香港民众在2019年7月3日为何集会？答案：谴责极端激进分子冲击立法会的暴力行径"", ""问题：乐高的NASA Apollo 11 Lunar Lander积木套件是什么时候开始销售的？答案：2019年6月1日""]","{""order"": [2, 0, 1], ""anchor"": 2}",0.6667,1.0000,0.0000
1121,three_ref_hard,E$^2$RAG (reimpl.),美方反补贴措施违反世贸规则裁决、香港针对立法会冲击事件发表抗议集会、乐高的Apollo 11 Lunar Lander积木套件上市，哪个事件最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""问题：2019年7月16日世界贸易组织对美国反补贴措施作出了什么裁决？答案：美方涉案11起反补贴措施违反世贸规则"", ""问题：香港民众在2019年7月3日为何集会？答案：谴责极端激进分子冲击立法会的暴力行径"", ""问题：乐高的NASA Apollo 11 Lunar Lander积木套件是什么时候开始销售的？答案：2019年6月1日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1121,three_ref_hard,Ours,美方反补贴措施违反世贸规则裁决、香港针对立法会冲击事件发表抗议集会、乐高的Apollo 11 Lunar Lander积木套件上市，哪个事件最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""问题：2019年7月16日世界贸易组织对美国反补贴措施作出了什么裁决？答案：美方涉案11起反补贴措施违反世贸规则"", ""问题：香港民众在2019年7月3日为何集会？答案：谴责极端激进分子冲击立法会的暴力行径"", ""问题：乐高的NASA Apollo 11 Lunar Lander积木套件是什么时候开始销售的？答案：2019年6月1日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1128,three_ref_hard,Standard RAG,阳光城债务违约宣布、崔军被通缉、支付宝集五福开奖，哪一个事件最早发生？,2,0,"[2, 1, 0]","[0, 1, 2]","[""阳光城在何时宣布债务违约？答案：2022年3月18日"", ""崔军在何时被全国通缉？答案：2019年4月23日"", ""支付宝集五福活动是在哪一天开奖的？答案：2019年2月4日""]","{""order"": [0, 1, 2], ""anchor"": 0}",0.0000,0.0000,0.0000
1128,three_ref_hard,TemporalSort,阳光城债务违约宣布、崔军被通缉、支付宝集五福开奖，哪一个事件最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""阳光城在何时宣布债务违约？答案：2022年3月18日"", ""崔军在何时被全国通缉？答案：2019年4月23日"", ""支付宝集五福活动是在哪一天开奖的？答案：2019年2月4日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1128,three_ref_hard,E$^2$RAG (reimpl.),阳光城债务违约宣布、崔军被通缉、支付宝集五福开奖，哪一个事件最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""阳光城在何时宣布债务违约？答案：2022年3月18日"", ""崔军在何时被全国通缉？答案：2019年4月23日"", ""支付宝集五福活动是在哪一天开奖的？答案：2019年2月4日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1128,three_ref_hard,Ours,阳光城债务违约宣布、崔军被通缉、支付宝集五福开奖，哪一个事件最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""阳光城在何时宣布债务违约？答案：2022年3月18日"", ""崔军在何时被全国通缉？答案：2019年4月23日"", ""支付宝集五福活动是在哪一天开奖的？答案：2019年2月4日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1178,three_ref_hard,Standard RAG,唐双宁、许振昌和张宝祥的调查中，谁的调查时间最早？,2,0,"[2, 1, 0]","[0, 1, 2]","[""唐双宁因为什么原因在2023年7月15日被查？答案：涉嫌严重违纪违法"", ""许振昌在什么时候因涉嫌违纪违法接受调查？答案：2022年6月23日"", ""张宝祥在什么时候因涉嫌严重违纪违法接受调查？答案：2019年11月18日""]","{""order"": [0, 1, 2], ""anchor"": 0}",0.0000,0.0000,0.0000
1178,three_ref_hard,TemporalSort,唐双宁、许振昌和张宝祥的调查中，谁的调查时间最早？,2,2,"[2, 1, 0]","[2, 1, 0]","[""唐双宁因为什么原因在2023年7月15日被查？答案：涉嫌严重违纪违法"", ""许振昌在什么时候因涉嫌违纪违法接受调查？答案：2022年6月23日"", ""张宝祥在什么时候因涉嫌严重违纪违法接受调查？答案：2019年11月18日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1178,three_ref_hard,E$^2$RAG (reimpl.),唐双宁、许振昌和张宝祥的调查中，谁的调查时间最早？,2,2,"[2, 1, 0]","[2, 1, 0]","[""唐双宁因为什么原因在2023年7月15日被查？答案：涉嫌严重违纪违法"", ""许振昌在什么时候因涉嫌违纪违法接受调查？答案：2022年6月23日"", ""张宝祥在什么时候因涉嫌严重违纪违法接受调查？答案：2019年11月18日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
